id,predicted_price
2591820310,361003.75
7974200820,949769.56
7701450110,1348316.6
9522300010,1854401.4
9510861140,728650.75
1761300310,266599.88
7732410120,889738.56
7010701383,572838.25
291310170,364122.8
4232901990,482061.3
6840701125,527287.1
3971700580,454875.66
4202400078,287638.88
6064800090,340541.28
2626119028,345861.62
3303980660,1264172.0
862000020,374490.97
2386000070,1130194.9
1138000450,352182.6
1775800420,490645.12
2291401425,449758.12
2025770560,1406091.9
3525069037,630432.4
9324800450,803425.9
8080400136,442678.38
8651540040,389716.12
9407001790,282413.1
1773101530,322366.47
9432900250,282875.75
1794500695,501599.38
2220069003,369908.7
923000120,510699.34
5728000060,532396.5
16000200,331020.34
1926059094,491535.44
6672900220,816908.0
3629860060,898331.25
1822069109,397060.0
6675500105,383068.53
249000180,1205052.1
226059065,471311.88
396100110,357864.47
9264450460,314317.88
7853361210,336239.62
9474700020,299204.1
421000455,284628.03
3755200220,394090.28
7960100075,466408.03
9477100490,390151.9
9138100350,973561.9
1624049275,374958.2
2770606890,418495.16
1157200189,468067.88
2770601800,415735.62
9301300805,443564.5
2325069032,1416528.5
1021079099,345227.44
7215730040,746797.25
1853200080,518753.72
3224600340,655017.5
3222049120,284513.53
2113700025,314380.78
7893207925,229587.36
3586501085,652481.56
8024200010,426465.62
7116500705,236143.77
1598600209,279521.53
7204200025,1397674.1
4206901505,454080.06
2937300440,1033545.9
7205000180,227032.03
8718500665,400552.2
5318101765,718495.06
4122700020,705530.94
8078700020,603122.94
3303980680,1122210.1
8924100372,1133417.4
2781270210,247422.11
519000043,386380.1
3225069301,1693024.4
151000075,618400.44
2297400020,451871.94
6617500085,686253.06
104510180,250172.55
3528900060,963937.44
3345100286,581901.1
1226039130,532497.25
8712100720,696019.1
3037200010,409612.53
3626039268,409715.88
104510230,264787.84
5112800060,349527.34
6072400280,685086.56
5317100570,924774.1
9528102993,482233.84
2919201095,424193.12
6181400920,312079.28
185000161,278226.8
8691400010,752681.44
3345700165,457703.7
6151800486,267774.12
4340000080,1054124.6
4136960010,812571.25
3634100030,339496.06
1624059224,1255466.1
2788400090,348477.88
9828200762,488525.53
7524400250,602303.5
3528000290,820516.56
5700003630,1951670.8
2720069019,251767.8
7227501170,314492.47
2397101270,518585.88
6792100090,745664.5
2770602265,510162.75
3971700937,354598.72
422049203,266970.1
3076500830,339076.62
1423400260,317199.62
9161100795,360695.28
3126049052,431378.97
5100401468,399121.06
514500235,424294.0
1423200170,257191.27
1402100070,413323.9
624110020,1033992.94
2407000145,221745.22
1890000225,746441.6
1320069271,264798.8
5490700085,394169.22
263000155,531717.44
3726800201,416128.25
5153200358,268731.44
2725079018,700452.1
7165700200,327775.75
9429000170,656599.75
8718500075,497204.4
1760650950,316564.1
1068000559,1198484.2
4113800500,642365.75
4077800507,610484.75
2725069150,822174.5
4008400035,905251.94
7016310270,575706.75
1432701230,259307.39
3278606050,310045.84
2473350710,400868.6
2185000685,242756.45
7792000025,349267.97
6868200029,480914.5
624069003,830911.25
7431500280,1016353.06
3296000040,597185.56
1118001215,1059608.6
6453900040,1000166.06
333100209,753285.4
34001765,646813.75
8946700100,411670.47
5561401210,756792.4
6671900095,511197.03
3275850020,752411.2
3876300600,404481.2
1450900020,278500.66
8562780280,299809.7
7663700973,420294.3
2126049032,426976.56
1823059159,284052.66
3438503426,290911.34
9297301495,470923.88
7140700850,355680.16
7942601805,668643.3
2555900030,405526.38
2887970040,316860.72
7419700010,703227.44
2239000011,375336.44
9283800050,337612.3
9407001340,256799.6
217500140,806723.0
7212660520,237781.66
3298201170,403521.4
3057000400,406046.66
6865200444,458235.2
6071600340,475644.6
6821600005,607179.25
1235100371,910086.6
7796450340,398700.06
3603000410,164425.33
9297300255,647208.25
9126100850,423935.9
2770601462,420263.12
2599001500,283281.9
1102000095,679527.7
1853080640,1123365.0
9551201585,1069551.5
3438500796,244036.8
7518504291,490566.25
9269200340,331585.4
715010130,1850174.9
1982201485,667449.6
9526500080,402967.34
9277200180,404135.4
6669150280,314881.25
8917100153,561706.9
3760500516,1382972.6
2725069050,1054731.4
3332000091,310507.4
8562770080,476739.4
8151601190,211226.22
8563040160,607973.75
240000269,869860.9
4307350200,368742.88
1311910300,281188.66
3574900030,663363.44
7853230570,385851.47
320069049,302482.25
9839301060,568804.2
7011201333,702964.2
2781320100,265807.5
3421069120,349616.28
7852030320,350780.38
5316101075,1677399.0
5309100750,480244.88
629000730,435853.47
511700170,309989.72
1562100030,547569.8
2489200230,524257.7
524069116,390589.1
5315100737,874296.94
1868900675,915875.3
1608000120,396562.38
705700240,336770.44
7575600610,287790.44
1778500015,622066.9
5423500240,193204.75
6713700025,403288.84
2734100734,345709.6
301402280,238559.14
2113700205,274126.38
4114601570,2424792.2
3332000615,346057.1
3630050180,370406.4
6852700520,454204.94
6870310010,625004.2
6163900981,418936.28
393000142,352927.0
1771100130,440890.06
1442860160,424301.56
9191200435,525175.3
6788200800,886439.06
1115300070,787881.94
3176600105,759641.44
2770604665,442197.3
5469500580,513336.12
5680000545,352940.22
3424089119,373090.78
1328300180,363753.66
1773100922,382419.2
4123830480,354727.12
9808610190,976842.5
4250200140,313926.53
4217402115,2745755.8
3831250350,373027.47
2397101055,835606.06
6817850110,1019904.1
7526800200,640396.9
7853370100,574206.3
2523089025,795171.75
9476200680,326280.34
5714200140,562991.8
3575304895,451482.0
263000018,512326.72
8080400177,443477.53
6450304130,373527.8
514500090,548613.75
9477000300,494293.25
853600310,1782919.9
1951600240,190534.44
1099900120,332587.3
5323100120,493166.44
1223089016,386383.34
522059172,308546.3
1930300190,640373.3
9542840410,326253.06
8665050530,378707.6
5592900205,457892.75
5450300010,344950.7
2459960030,322977.12
3331500455,396720.25
